Symbol	Uniprot_ID	Norm.Ratio.1	Norm.Ratio.2	Norm.Ratio.3
CG10672	Q9VRJ4	0.1190559	-0.1028835	0.2173549
CG10673	Q9VRJ6	-0.1474369	-0.099649	0.1063484
CG10680	Q9VIQ5	-0.2789363	-0.5204176	0.4475263
CG10688	Q9VTZ6	1.865175	0.2117599	0.2532632
CG10703	Q9VGR1	1.184097		1.177981
CG10722	Q9VIP0	0.009800279	0.01792198	0.1919416
CG10731	A1ZAA9	-0.8475159	-0.1313448	
CG10754	Q9VU15	-0.01449814	-0.1758269	-0.1815257
CG10777	Q9W3M7	-0.160533	-0.2219765	-0.1639628
CG10778	Q9W3M6		-1.317391	NaN
CG1078	Q9VN31	0.3288697		
CG10802	Q9W4R9	-0.4184599	0.06818932	-0.1232453
CG10803	Q9W4R7		-0.7637585	-1.036556
CG10834	Q9V9P1			-0.2864625
CG10874	Q9VQ83			NaN
CG10877	Q9VDL4	-0.1932041		0.7889363
CG10880	Q95TS8	-0.3949531	-0.3746921	-0.3051822
CG10882	Q9VQ94	-0.0766959	0.09369545	0.05325044
CG10898	Q9VGM4			-0.0330528
CG10903	Q9VHW6			NaN
CG1091	Q86BP3	0.4241262	-0.218464	-0.3165281
CG10914	Q8SZ15	-0.2178511	-0.4466395	-0.2482449
CG10932	Q9W3N9	0.2259025	0.4504855	0.3116193
CG10960	Q8IQH6	1.088224	2.088718	NaN
CG10971	Q86BS5	-0.0878702	0.05963212	-0.08152214
CG10973	Q95RI2	0.7024446	-0.2743722	-0.1494726
CG10977	Q8I0D5	-0.044464	0.1660727	-0.1668428
CG10981	Q8I0J6	0.6864523		
CG10984	Q8IQI3		NaN	
CG10990	Q9VY91	-0.05283319	0.2776278	0.3128975
CG10992	Q9VY87	0.5402746	-0.2752101	-0.05130946
CG11005	Q8SX57	0.07981345	0.2083924	0.40523
CG11006	Q8IQI0	-1.135798	-0.7439072	NaN
CG11007	Q7JW12	1.089574	0.2008809	-0.09111029
CG11009	Q95SE8	-0.5151069	-0.0323739	NaN
CG11015	Q86NN8	0.3266245	-0.1160039	0.03181863
CG11029	Q9VMM8			NaN
CG1103	Q960K3	NaN		
CG11030	Q8IGY8		-1.991886	
CG11034	Q9VMM2	NaN		
CG1104	Q8INS2	-0.8804896	-0.5569238	-0.728144
CG1105	Q9VI53	0.5250397	-0.5524737	-0.7094341
CG11063	Q9VY77	0.3867324		0.1919416
CG11076	Q7KQM8	-1.219958	-1.521432	-0.4408705
CG11089	Q95RT1	-0.01392662	-0.5861677	-0.4728496
CG1109	Q9VNG2	-0.368489	-0.6045861	
CG11092	Q9XZ06	0.3679366	0.1593708	0.3141744
CG11107	Q7K3M5	0.07818285	-0.3111124	0.1156992
CG11109-RB	Q8IPS4	-0.571337	-0.3150376	-0.2268982
CG11120	Q8IMU9	1.936939	2.540027	NaN
CG11123	Q7JX95			NaN
CG11127	Q7JRM5	NaN		-0.134287
CG11133	Q7YTZ8	-0.9350071		-0.9623225
CG11134	Q9VY93	1.87419	0.3675947	0.3861488
CG11137	Q9VNQ3	0.4715887	-0.003698063	0.3525326
CG11147	Q9VMM9	NaN	NaN	NaN
CG11148	Q7KQM6	-0.6759965	-0.5043662	-0.2324638
CG1115	Q9VN88	1.383981	0.611739	
CG11151	Q9VY92	-0.4020673	-0.07219455	0.02119536
CG1116	Q8IPP2			-0.1654992
CG11164	Q8SYN7	0.9842455	0.1765781	0.117163
CG11178	Q9VYB2	2.363271		-0.4002442
CG11180	A1ZBW6	-2.088956	0.9331949	
CG11188	Q9VM95	NaN		NaN
CG11190	Q9W3G0	0.5884219	0.6953703	0.2761988
CG11198	A8DY67	-0.3819478	-0.9224836	-0.6844106
CG1120	Q9VZM7	0.05954006	-1.116066	NaN
CG11200	Q7K0F7	-0.4358419	-1.254737	-0.9627162
CG11208	Q7K3B7	0.3161508	0.3287216	0.2498701
CG11210	Q6NP91			NaN
CG1124	Q9VN73	-0.2349918		
CG11241	A8E6R2	0.8629687	-0.9139227	-0.2908329
CG11242	A1ZBM2	0.05241612	0.2515676	0.2877087
CG11247	Q8T9G3			NaN
CG11255	Q86NZ5	-0.1470462	-0.4102749	-0.5113615
CG11263	Q9VU31			NaN
CG11266	Q8IPI7	0.805585	-0.4103516	-0.7349952
CG11267	Q9VU35	-0.2531421	0.08420031	0.3580586
CG11268	Q9VU37	NaN		NaN
CG11279	Q9VU46		-2.313513	
CG11284	Q9W3C8		-0.224823	0.2866446
CG1129	Q7JZB4	0.05317929	NaN	-0.4454406
CG11306	Q9VP06	-0.1243282	-0.2529134	NaN
CG11309	Q9VP51			-0.3105935
CG11314	Q8IGP0	-0.6928735	-0.4827747	0.1737671
CG11315	Q8IMH5	-1.794936	-0.08853084	NaN
CG11329	Q9VMA0	NaN		NaN
CG11334	Q9V9X4	0.3788695	-0.1676203	0.2785796
CG11337	A8JRH9			0.1265764
CG11337	Q5U1D1	0.1510096	0.1348781	0.06115411
CG1134	Q9VZJ9	0.3939179		
CG1135	Q9VZJ3	0.4957966		-0.4607667
CG11376	Q9VPI9		-0.2611716	
CG11377	Q9VPJ0	-0.2769134	-0.1003603	-0.09400225
CG11395	Q7K533	-0.3976934	-0.1918045	-0.5847605
CG11396	Q9VPB6		-0.3798265	0.06198353
CG1140	Q8IGC8	-0.6049253	-0.1758921	
CG11412	Q95RC0-3			NaN
CG11414	Q8IGT4	-0.4254594	-0.1512659	-0.2384084
CG11419	Q9V831	NaN	1.079361	NaN
CG1142	Q8STI6	-2.014462	NaN	
CG11444	Q9W4J4	1.295164	-1.310611	-0.1485927
CG11447	Q9VDT6		NaN	
CG11474	Q86NX6	1.160814	0.1202192	0.2778657
CG11486	Q7KV83	0.3662433	0.298189	0.6033118
CG11490	Q9VPL5	0.3118106	-0.003640216	-0.3466465
CG11505	Q7KV72	-0.8716071	-1.81746	-0.4985864
CG11526	Q8IRD5	0.3749353	-0.0869057	0.1580785
CG11534	Q9VTT9	3.209695		NaN
CG11555	Q8SXU0	-2.902672		
CG11562	Q9VPN3			0.2081427
CG11563	Q8MZ24	-2.424008	-2.191854	-3.594783
CG11572	Q8MR35	-0.1329059	NaN	
CG11577	Q95S24	1.024091	0.7889363	0.4516463
CG11583	Q9VZE6	-3.068499	-2.96207	-2.890359
CG11586	Q9VZF0	-1.024816		
CG11597	Q95TV5			0.4294285
CG1161	Q59E06	0.04441935	-0.01805973	
CG11652	Q9VTM2	-1.681674	-1.551776	
CG11655	Q9VXV4	0.4175403	-0.8738995	NaN
CG11660	Q9VTL5	-2.578939	-2.480116	NaN
CG11665	Q7JWI7	-0.6093767	0.3312466	0.2169825
CG11674	Q9VY49	-0.1859933	-0.4450085	-0.4906183
CG11679	Q9VXQ8	0.3462612	0.5022287	0.1567849
CG11710	Q8T921	0.6417388	-0.4171935	-0.7075245
CG11722	Q9VH39	-0.001586012	-0.01906806	0.06529664
CG11727	Q8MT90	-0.5621814		
CG11737	Q9VHQ5	-0.02559582	-0.06927024	
CG11739	Q9VN13	0.524417	0.7300529	0.9951589
CG11750	Q9VYZ8	0.3695385		
CG11752	Q9VZ01	0.824699	-0.3435861	
CG11753	Q9VHP1	4.584466		NaN
CG11771	Q9VC06	-0.1812935	0.05588976	-0.1745237
CG11777	Q8MKJ6	-0.3774015	0.09437123	
CG11779	Q8IHE3	-0.177599	-0.2834217	-0.1862126
CG11781	Q8MS26	1.029441	0.2100148	0.1389455
CG11784	Q7JVI6	0.1610241	0.3193867	0.371057
CG11788	Q4V3Z5	0.7419033		0.5711429
CG11790	Q8IMU2	0.2229696	-0.3969731	-0.2173901
CG11811	Q9VTB3	0.129292	-1.07227	-0.3766388
CG11814	Q9W060	1.015724	0.005759195	0.4615285
CG11825	Q7JW46	NaN	0.884637	NaN
CG11837	Q9VAQ5	-1.141956	-1.738217	-0.1894499
CG11839	Q9VBY5	-0.1333004	-0.8593783	NaN
CG11844	Q960D3	-0.6989296	-0.04872551	-0.2588048
CG11851	Q9VBV8	0.8905458	1.107822	1.043624
CG11857	B7Z0Q3			NaN
CG11857	Q9VBU6	-1.07238	-0.6899159	-0.7577451
CG11858	Q9VBU4	NaN		-0.1187112
CG11859	Q9VBU2	-1.311038	-0.7819008	-0.9112614
CG11874	Q9VAP8	-0.7167714	-0.2508176	NaN
CG11875	Q9VBU8	0.225835	0.04572251	-0.1065601
CG11876	Q7K5K3	-0.06626152	0.2245343	0.1873877
CG11880	Q9VAP3	-0.4070807	-0.7015528	-0.5510356
CG11882	Q8IGF4	2.180691	1.337083	0.7654499
CG11883	A8DY95			1.318809
CG11885	Q9VPP7	1.90471	-0.4714287	-0.1897461
CG11897	Q961D3	0.09881453	-0.3050039	-0.03979969
CG11899	Q9VAN0	0.01505348	0.1760674	0.3346827
CG11909	Q9VBR6		1.933233	
CG11920	Q95SD3	-2.52657	-1.75521	NaN
CG11926	Q8MRZ0	-0.6966171		
CG11943	Q3YMV0	0.1243772	0.01278325	0.2679552
CG11963	Q95U38	0.04476161	0.06004741	0.2703495
CG11964	Q9VHJ7	1.342305	-0.9464716	0.1592417
CG11968	Q9VHJ4	-1.311096	0.9450833	0.6903724
CG11975	Q9VHJ2	0.1209686	0.4043582	0.4278206
CG11980	Q8INP8	0.6299921	-0.2467036	0.3177671
CG11982	Q9VHI7			NaN
CG11984	Q0KI99	1.219438		0.24245
CG11985	Q9VHI4	0.463589	-0.9753683	NaN
CG11986	Q9VHI3		-0.8443285	
CG11999	Q9VNA3	0.8959049	-0.2024889	-0.06081852
CG12001	Q9VN45			-0.2600655
CG12004	A1A714	-0.91747	-0.7289807	NaN
CG12006	Q9VZM5-1	-1.127567	-0.5461611	
CG12007	Q9VN77	-0.03167748	-0.6560351	-0.02745442
CG12010	Q8IRD1		NaN	-0.02519175
CG12018	Q9W088	1.412501	0.2827364	0.754631
CG12026	Q9W068	-1.254957	-1.638456	NaN
CG12030	Q9W0P5	-1.193961	-0.851964	-0.8946437
CG12042	Q7K130	-0.9765103	-0.4130575	0.01749438
CG12050	Q95RG7	-2.065882		-2.04889
CG12050	Q9VIG1		-1.391077	
CG12056	Q9W376	-0.4904674	0.6919807	
CG12065	Q8MRM6	NaN		0.2375637
CG12068	Q9VAH3		-1.594705	-1.64688
CG12079	Q9VZU4	0.3701165	0.422233	0.2381754
CG12082	Q9VZU7	0.09155598	0.2891262	0.5249663
CG12084	Q9W0E8			-0.4661975
CG12090	Q8IRG8	0.6301483		1.028216
CG12091	Q9W0E2			NaN
CG12093	Q8MR28	-1.144895	0.3999913	-0.0680901
CG12096	Q7K0M3	0.26642	0.3680419	0.1431322
CG12106	Q8IH72			0.3465315
CG12121	Q9W366	0.01433931	-1.153222	
CG12123	Q9W3F5			0.1894135
CG12124	Q9W363	-2.560642	2.172935	
CG12125	Q95S64			-0.2351104
CG12128	A1Z830	-1.566328		NaN
CG12129	Q7JW66	0.4779644	-0.2956946	0.6359865
CG12130	B7YZR2	1.11879		-0.2212532
CG12134	Q7JRI4	-0.7712095	-0.5238983	-0.05163838
CG12140	Q7JWF1	0.1475856	0.3610946	0.1998764
CG12159	A1Z765			NaN
CG12162	Q8IPQ6	-0.3302142	0.07176267	-0.2028708
CG12163	Q9VN93-1	1.14733	1.346702	1.029559
CG12168	Q8T3H9	0.4101406		
CG12170	Q8IGI4	0.4112722	0.3487989	0.04110281
CG12171	Q9VNF3	0.1465792	0.23008	0.3351402
CG12173	Q9VN95	0.7453093	-0.2506116	0.293135
CG12177	Q9VYA1	1.59706	2.137864	1.604546
CG1218	Q9VNI3	0.8221714	0.8140172	0.5752155
CG12203	Q9VWI0	0.9555919	0.02672926	0.02389408
CG12213	A8JQY2		-0.541513	
CG12237	Q9VWF0			0.7623914
CG12252	Q8MQY2	-0.16221	-0.2068616	-0.7859997
CG12258	Q9VF83		NaN	
CG12259	Q9VAY7	0.6611363		0.7412297
CG12262	Q9VSA3	0.8200558	0.458802	0.5699772
CG12263	A1ZB84	-0.04739887	0.5104556	
CG12264	Q9VKD3	0.3665037	-0.05514159	0.16221
CG12267	Q9VG60			-0.0998191
CG1227	Q9VI84	0.982192	-0.9840458	0.5556198
CG12272	Q9VUY8	-0.5084287	0.4016304	0.1526378
CG12279	Q9VG33	0.04821826	0.2065182	0.1273692
CG12288	Q8MSG1	-1.94602		-1.449296
CG12301	Q9VUR2	-2.209703	-2.455218	NaN
CG12304	Q9VUR3	0.8852599	0.05297228	-0.1534946
CG12320	Q86P44	0.05957008	0.3109217	-0.1267222
CG12321	Q9VEC2	0.7052646	0.5668638	0.3096419
CG12325	Q5U0X8	-0.6989296	-1.196575	-0.910068
CG1234	Q9VI82	-2.510861	0.7040752	-2.612638
CG1236	Q8I725	0.5361893	0.05783146	0.3027577
CG12360	Q9VG01	-0.7482036	-1.02597	NaN
CG12375	Q9VLS9	1.422443	-0.1661789	-0.02439917
CG12384	Q7JRC0	-0.494774	-0.2265606	
CG1239	Q9VNH1	-0.2833292	-0.5020761	
CG12391	Q7K4G8	-0.4826418	-0.5279698	
CG12393	B7Z022	1.214943		
CG12398	Q9VY02	0.1483689	-0.13538	-0.4986067
CG1240	Q9VZY0	-0.09949727	-0.5488812	-0.843474
CG12400	Q9VQM2	0.9159358	-1.090742	0.1043367
CG12404	Q9VK46	0.6113365	-0.1971533	0.02729555
CG12413	Q8MS23	0.1930903	-0.205946	0.07573799
CG12428	Q8SWX9	-2.711209		NaN
CG1244	Q0E8J0	-0.59579	-0.1460842	-0.2925459
CG12460	Q7PLU6			NaN
CG12499	Q9VD07	-1.246651	-0.9331875	-0.9403956
CG12512	Q9VMR6	0.08175119	-0.4032365	0.1504297
CG12534	Q7KUU5		-0.5046528	
CG12542	Q9W3U1	1.30693	-1.048382	-0.2385785
CG12547	Q9W5T4	-0.4142438	0.04865466	-0.6464509
CG12560	Q9VLU3		0.02743714	
CG12562	Q95RR1	-0.7552294	0.7007061	
CG12567	Q7PLS1	0.5208108	-0.08693639	-0.1626864
CG12576	Q8IQ25	-0.7628165	-0.9013379	
CG12582	Q0KIE6	NaN		0.9089665
CG12608	Q9VXW3	-1.101717	-1.621533	-0.8401899
CG1265	Q9VZF3			0.2829734
CG12702	Q9VWC7	0.4472885	0.4344548	0.9976898
CG12703	Q9VWC8	-0.3822799	-0.3085731	-0.03501742
CG12736	Q7K3V6	-0.170566	0.3823906	-0.078716
CG12753	Q5BIH5	NaN		NaN
CG12765	A1Z9A5			NaN
CG12785	Q8IH00	-1.373286	-2.163462	-1.552114
CG12811	Q9VH37	1.830845	1.278104	NaN
CG12848	Q9W114	-0.8418121	-0.2751926	-0.3065911
CG12859	Q6IDF5	1.311721	-0.2679305	0.04907312
CG12883	Q9VB09	NaN		0.4444551
CG12909	Q7K0D3	-1.559394	-2.1839	NaN
CG1291	Q95SA2	0.9143851	0.1534163	0.1672295
CG12918	Q7JXF7	-0.1736392	-0.2362825	
CG12928	Q4QQ34	-0.2167342	-0.103953	0.1755566
CG12935	Q7JW07			NaN
CG12942	Q7JW60	NaN		
CG12945	Q8IGK2	NaN	-1.156531	0.3793991
CG12975	Q9VP65	-0.6563591	-0.7021865	-0.8150469
CG1298	A1Z6H0	-0.9745293		
CG13005	Q86P13	-1.651729		
CG13018	Q4V429	-0.810731		
CG1307	O97067	-0.5744406	0.1896664	0.01592577
CG13089	Q9VLK0	0.172994	0.5156115	NaN
CG1309	Q9VZF1	-0.01035019	0.06170706	0.3257317
CG13090	Q8T486	-0.5218548	-1.116755	-0.5997462
CG13096	Q8T9F1	-2.813833	-2.889396	-2.740336
CG13097	Q9VLK1	-2.038507	NaN	NaN
CG1311	Q9VZE7	-0.1873877		NaN
CG13113	Q9VLB0	NaN	0.3130136	
CG13117	Q9VL93	0.4085887	1.796432	
CG13126	Q9VL60	0.919697	-0.3980183	-0.01305762
CG13142	Q9VKV4	0.1580591	0.5403249	1.437334
CG1316	Q9VZE4	0.2741454	0.01906128	-0.283931
CG13163	Q4V619	0.4423007	NaN	0.3912178
CG13175	A1Z8U7	0.09794954	-0.168447	
CG13185	A8DYB0	-1.480989	-1.355682	-1.568623
CG13189	Q8SWW2	0.5442454		
CG1319	Q8SZA8	-0.4802651	-0.3433298	
CG13192	Q1WWB7	-0.7998334	0.06046242	-0.02892556
CG13220	Q6NP72	-0.5835191	-0.3662991	-0.2728375
CG13252	Q8T9J3		NaN	
CG1326	Q8IGS6	0.3967452	0.6717463	0.5038575
CG13277	Q9VJI7	1.117349	-0.2743199	0.4933398
CG13298	Q9VRV7			0.2454957
CG13299	Q9VRW1	-0.7332675	0.3936358	NaN
CG13319	Q7JWR4		-0.9507318	0.1431322
CG13323	Q4V4H7		0.125651	
CG13343	Q9V6U8	0.1460522	0.4768483	0.6452405
CG13344	A1Z9I6	1.163623		
CG13349	B7YZG7		0.3028747	
CG13349	B7YZG8	-0.4092551	3.336426	
CG13349	Q7K2G1-1			0.5180315
CG13349	Q7K2G1-2			0.4304994
CG13350	Q2XY08	0.2767124	0.5726957	0.4755
CG13364	Q9XZS3	-0.8515992	0.4826418	
CG13365	Q9W5E7	0.4235069		
CG13366	Q0KHX7	1.641874	0.1997508	1.776946
CG13373	A8JUS8	0.8182486	0.8978599	0.6548021
CG13390	Q8SXX3	0.5434672		
CG13392	Q9VLM7	0.7515867		-0.09842828
CG13393	Q9VLM5	-0.4798514	-0.1430701	0.08406419
CG1344	A1Z6G6	0.6856167		NaN
CG1347	Q7KTS2	-0.3415304	0.1330374	
CG13472	Q9VUH8	0.001515619	0.3672592	0.3788445
CG13484-RA	Q9VUC4	-0.8925853		
CG13531	Q8MRS0		0.05783146	
CG1354	Q8IRM4	0.2026715	-0.2390382	-0.3087517
CG13551	Q0E8X8	1.654581	-0.1444567	4.32977
CG13567	Q8MLP8	NaN	-0.2777789	NaN
CG1358	Q7K1D7			0.6428402
CG1359	Q9VA95	-0.5921581	-0.5022803	
CG13599	Q9VCG0	NaN		NaN
CG13601	Q9VCG3	2.416192		-0.118304
CG13603	Q9VCF1	-0.4827451		
CG13623	Q9VC65	0.46174	NaN	
CG13624	Q9VC61-2			NaN
CG13630	Q9VC48	0.3691287	-0.4017873	-0.3640877
CG13638	Q8MSB1	1.368514	2.019631	1.097341
CG13641	Q9VC22	-2.724999	-2.304077	
CG13644	Q86NX1	-0.3651326	0.6156988	0.2767945
CG13663	Q9VBW0		0.3776236	
CG13690	Q9VPP5	0.7617023	0.5418122	NaN
CG1371	A1Z843	0.1359664	0.1640138	0.166587
CG13745	A1Z7L1	0.266316		-0.1746051
CG13773	Q9VM72	-0.8233418		NaN
CG1381	Q7K1Q7	-1.362498	-1.30768	-1.416924
CG13822	Q9VCK2	1.345528		
CG13850	Q9VD14	-0.3990071	-0.7391313	-0.1317715
CG13865	Q9W5N0-1	-0.5553253	-0.4756955	-1.158204
CG13879	Q9W0S8	NaN	1.428196	1.249021
CG13887	Q9W0M4	0.02089653	0.07696952	0.2720232
CG13890	Q8MR61	-0.349705	0.03308822	0.07162537
CG13893	Q8SYC4	-0.5473511		
CG13897	Q8SYS1			NaN
CG13900	Q5BI86	0.6268474	-0.04184779	0.2245343
CG13901	Q8SZ57		0.5227588	
CG13903	Q9W0L7	0.3714784	-0.01881957	-0.1960951
CG13907	Q9W0L6	0.3922696	0.9721044	0.6473606
CG13914	Q9W0G7	0.4387765	1.284988	0.9994228
CG13917	Q9W0D3	-1.410233		NaN
CG13926	Q9W0C7			NaN
CG13957	Q9VXH9	-0.04921259	-0.6241543	
CG1399	A1Z734	0.9776108		NaN
CG13992	Q9VMK2	-0.9585087	-0.7393721	-2.143373
CG13993	Q9VMH8	-0.186247	0.5367492	-0.1104486
CG13994	Q7JYN8			NaN
CG14036	Q9VMU7	-0.958954	-0.5997462	-1.640839
CG14043	Q9VMX1	0.05311942	-0.09432562	-0.1112743
CG14065	Q9VAW4	-1.893129	-0.8814276	-0.4470721
CG1407	A1Z833	1.148193		
CG14084	Q9VVX6		-0.6082543	
CG14095	Q9VVZ4			-0.8322824
CG14100	Q9VW14	-0.5695883	0.503247	-0.0292052
CG14103	Q9VW40	0.707548	0.2827364	-0.000317429
CG14130	Q9VTP1			0.09855437
CG14145	Q9VTE0	0.2548401		
CG1416	Q9V9Q4	-0.168642	0.4714476	0.03040665
CG14184	Q9VW73			NaN
CG14187	Q9VW79	0.3094667		
CG14199	Q9VWH8		-2.495247	0.4499575
CG14207	Q8IQW5	1.049069	NaN	-0.07533761
CG14210	Q9VWF8	-3.225075	-3.215044	
CG14213	Q7JVP2	1.046504	-0.3336069	0.5162169
CG14215	Q95TR2	-0.2972502	-0.1256673	-0.1154255
CG14216	Q9VWE4		NaN	-0.2063787
CG14222	Q9VWF5		NaN	-0.6525611
CG14230	Q9VWD4	-2.501516	-2.823984	-2.129292
CG14232	Q9VWD5	-0.2370741	-0.04443425	-0.06864975
CG14235-RB	Q8IQW2	0.2022566	-0.006043124	0.4652954
CG14286	Q9VE11	-0.2689134	-0.1063892	-0.2119659
CG14290	Q7KSC4		-0.3265521	0.2593026
CG14299	Q9VE34-1	-0.03280615	0.3132458	0.2106382
CG1434	Q7K0H3	-1.437015	-0.6319581	
CG14353-RA	Q9VVM7	-0.2006298	0.05561211	
CG1440	A8JV22	0.3020128	0.3123167	0.5269702
CG14407	Q8SXQ5	1.084364	-0.9064398	0.02005774
CG14411	Q2XY44	-0.2363395	0.1156992	-0.4926671
CG14434	Q9W3U9	0.3998635	0.1501697	0.4993739
CG14438	Q9W3W6	0.359009		0.3198492
CG1444	Q9W3N1	-0.606537	-0.4140183	-0.5644994
CG14441	Q9W3X0		-1.872657	
CG14446	Q9W427	NaN	-0.9543613	0.2357271
CG14450	Q9VNR9		0.03871708	NaN
CG14480	Q7JWU9	-0.3116193		NaN
CG14482	Q500Y7	1.787568	-0.8599805	-0.1694363
CG14483	Q4QPR8	2.269999	0.03646811	
CG14512	Q9VAP1	0.1699719	0.9264549	
CG14516	Q7KRW4	2.114347	2.385514	2.142642
CG14542	Q8SXB1	-0.4618429	0.2456174	0.3596336
CG14543	Q9VBI0		NaN	NaN
CG14544	Q9VBH7	-0.4711354	-0.894161	-0.6108738
CG1458	Q9VAM6	0.5895286	-0.01447046	0.1068843
CG14613	Q9VR55	-0.5300707	-0.6601557	1.513945
CG14617	Q2PDW6			NaN
CG14618	Q9VR56			-0.5449608
CG14641	Q95RB1	-0.4088205	0.7206287	0.2999479
CG14647	Q8T0F7	-1.255742		
CG14650	Q961F2		-0.5084034	
CG14651	Q9VN30	-0.7116711		
CG14656	Q9VN59		0.2087669	0.0650208
CG14662	Q8T4D5	NaN		
CG14671	Q9VND4	-0.002018352	-0.4196423	
CG14688	Q9VGY8	0.5305724	0.4835708	0.8024
CG14712	Q9VGL0	-0.3255016	0.3889059	0.1916889
CG14715	Q9VGK3	0.595947	-0.6837848	-0.1910796
CG14721	Q8T4A5	-0.0724488		
CG14722	Q8T088	-1.050885		
CG14767	Q7KGU6			0.006477609
CG14782-RA	O76902	-0.2417182	0.5748281	0.09828482
CG14804	Q9W552	-0.6341286	-0.4343248	-0.2995247
CG14816	O46084	0.2649978	0.09477648	0.1420866
CG1486	Q9VRG8	-0.02290045	-1.010803	-0.9725345
CG14882	Q95TF6			-0.8424646
CG14894	Q9VEV3	-0.2027625	0.2536262	NaN
CG14898	Q8SZ16	0.2238623	-0.9755385	0.02856912
CG14899	Q9VEU2	2.142927		
CG14903	Q9VET3			-0.08903711
CG14931	Q9VKF5	-0.1925729		
CG14933	Q9VKE7	1.045789	2.177567	
CG14935	Q8IPA2	1.661684	0.1422174	0.6516832
CG14937	Q9VKF2	-3.789103		
CG14961	Q9VZQ7	0.1901905	NaN	
CG14966	Q9VZT2	-0.5455731		NaN
CG14969	Q95SH7	-0.1959774		
CG14977	Q9VZL6	-0.6326405	0.3690476	NaN
CG14980	Q9VZL5	-0.6398804		NaN
CG14985	Q7YU93	0.4533796	-1.520811	1.39424
CG14997	Q9VZF6	0.4276924	-0.08082014	0.2168583
CG14998	A8JNK1	-0.6646648	-0.1296865	-0.3055923
CG15012	Q9VZE2			0.05172008
CG15014	Q9VZD8	-1.092207	-0.5200451	0.1562672
CG15019	Q9VZC8	-1.382059	-1.832128	-2.056431
CG15027	Q9VXY4		NaN	NaN
CG15047	Q9VWS7	1.410927	1.104337	NaN
CG15067	A1ZB61	-1.016282	-0.7879413	
CG15093	Q9V8M5-1	0.01132623	-0.3004661	-0.01202435
CG15098	Q4QQB9	0.04803929	0.3828332	0.5263693
CG15099	A1ZBE8	0.5281155	0.295723	0.2669964
CG15100	A1ZBE9	-0.1814206	-0.01693525	0.1145003
CG15107	Q7JW01			NaN
CG15118	A8DYI9	0.01084643	-0.7496932	-0.1517306
CG1513	A1Z814	1.140889	-1.555248	0.351176
CG15141	Q9VJE3	-1.078678	-1.119291	-1.076585
CG1516	Q0E9E2	0.8515214	1.108156	1.028216
CG15164	Q8SY12	NaN	1.159242	NaN
CG15168	Q9VJ25	0.08636951		NaN
CG1518	Q9VRE0	0.7883897	0.4259963	0.08610431
CG15187	Q95U01	-0.4455148		
CG15187	Q9VI14	-0.1945914	-0.5909187	3.234731
CG15220	Q9VYW3	0.449848	0.483777	1.171527
CG15237	Q4V665	0.4616207	1.00173	
CG15270	Q7KT76	-1.851119		
CG15293	Q9V3Y7			-0.483178
CG1530	Q9W3M5		0.3054453	NaN
CG1531	Q9W3M3			0.2245343
CG1532	Q7K0S8	-0.3499314	0.6715652	0.190678
CG15343	Q9W3G8	NaN		
CG15356	Q9VQ58	0.1253525	-0.35607	-0.5643073
CG15369	Q9W370	-0.4380799	-2.162428	
CG15386	Q9VQ88	-0.02602103		NaN
CG15387	A8DYT6	NaN		NaN
CG15390	Q8SXK0	-0.1457427		
CG1542	Q9V9Z9	-2.551368	-1.462674	NaN
CG15439	Q8T096	NaN		
CG15440	Q8SXG7	0.5401697		
CG15443	Q9VR04	-0.387142	0.3920975	NaN
CG15445	Q7KU53	-0.2359721	-0.762828	NaN
CG1550	Q7JVG6	0.4553365	-0.2210681	-0.1864425
CG15561	Q9V9Z8	0.2495993		
CG15570	Q9W4M4	1.118978	1.814796	0.668573
CG15618	Q9VWB9	-0.2561654	-0.4890786	-0.4083398
CG15653	Q9W2M9	-1.915674	0.1556197	
CG15715	Q8SYZ3		-0.3574741	NaN
CG15717	Q9VYG8	-0.09868897	0.4245997	0.1432628
CG1572	Q9VYX8			0.5099491
CG15721	Q9VYH8	5.009542	1.542951	NaN
CG15727	Q9VYK8	-0.1306673	-0.5531721	0.08637615
CG15735	Q9VYR0	-0.1092936	0.3178829	0.05283319
CG15737	Q9VYS4	0.03868783	0.7772829	1.059355
CG15738	Q9VYS5	0.7518295	0.2340108	-0.3183618
CG15743	Q9VYF2			0.2542312
CG15747	Q8MYY9	NaN		
CG1575	Q9W3K4	-1.000577	-2.355719	NaN
CG1578	Q8MRI4	0.1510576	-0.570443	0.371057
CG1582	Q9VZ55	0.4297314	0.847115	0.2866446
CG15820	Q8IGA3	0.5902017	0.1106305	0.5056878
CG15828	Q7KTG2	-0.5585616	-1.171693	-1.11926
CG15877	Q9W019		-2.24489	NaN
CG15881	Q7KUT5	-0.11703	0.3618806	-0.110215
CG15890	Q9VY22		NaN	
CG15896	Q5U1E0	-1.591488	-0.5839819	-0.1729615
CG15908	Q4QPU3	-0.08297509	0.4239545	NaN
CG15916	Q8SXX0	0.2943316		-0.2033025
CG15926	Q8SWS2	-0.2541102		
CG1597	Q95R68	0.2756117	0.5544415	0.160533
CG1598-RA	Q7JWD3	-0.7561693	0.01292609	0.3775125
CG1599	Q7JYX5	0.5653531	NaN	0.8019036
CG1603	Q1LZ24		-0.3331344	
CG1620	A1Z6Z7	0.4685112	-1.252226	
CG1622	Q8MR43		0.7646859	NaN
