Accession	log2FC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	sig	comparison	Description	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Chromosome	KEGG Pathways
A0A0B4KFC5	-0.0282423546266219	-0.350858087491327	-0.269236527310938	0.737685417057835	0.789046241412686	0.451776652655196	0.492874240513048	NO	Egg_WT - Oocyte_WT	Lingerer, isoform K OS=Drosophila melanogaster GN=lig PE=1 SV=1	regulation of biological process;response to stimulus	cytoplasm;nucleus	protein binding	Pf12478	35771	FBgn0020279	lig	2R	
A0A0B4KFE4	-0.0906095383865519	-1.07716607414381	-0.860512176141465	0.322797448338512	0.394319581013974	0.285502515295631	0.335350061075905	NO	Egg_WT - Oocyte_WT	Acyl-CoA synthetase long-chain, isoform J OS=Drosophila melanogaster GN=Acsl PE=1 SV=1	cell communication;cellular component movement;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;endoplasmic reticulum	catalytic activity	Pf00501	46068	FBgn0263120	Acsl	2R	
A0A0B4KFE6	0.0281786146991925	0.323206085295648	0.266722735614866	0.757506673110836	0.790968345495882	0.458179777738107	0.493448859794393	NO	Egg_WT - Oocyte_WT	CG30389, isoform F OS=Drosophila melanogaster GN=CG30389 PE=1 SV=1	regulation of biological process	membrane	catalytic activity;motor activity;protein binding	Pf01576, Pf03938, Pf05557, Pf06818, Pf09726, Pf12128, Pf12325	37410	FBgn0050389	CG30389	2R	
A0A0B4KFE9	0.301616491940024	3.40163168303811	2.85024684535255	0.0144668357634622	0.00670366209746726	0.0764705051751406	0.0271869341293734	NO	Egg_WT - Oocyte_WT	Megator, isoform B OS=Drosophila melanogaster GN=Mtor PE=1 SV=1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	chromosome;cytoplasm;cytoskeleton;membrane;nucleus	DNA binding;protein binding;transporter activity	Pf02463, Pf05557, Pf05701, Pf07926, Pf12128, Pf13166	36264	FBgn0013756	Mtor	2R	RNA transport
A0A0B4KFH4	0.0527958054090139	0.946458430780029	0.514507429957745	0.380455116318706	0.609553914336562	0.312623688910617	0.428395710751357	NO	Egg_WT - Oocyte_WT	Regulatory particle non-ATPase 8, isoform B OS=Drosophila melanogaster GN=Rpn8 PE=4 SV=1	metabolic process	proteasome	protein binding	Pf01398, Pf13012	37894	FBgn0002787	Mov34; Rpn8	2R	
A0A0B4KFJ7	0.0212695812174468	0.179146257409715	0.193557117881882	0.863719321221884	0.84744177637597	0.4914682639628	0.5093006966691	NO	Egg_WT - Oocyte_WT	Lysine (K)-specific demethylase 2, isoform C OS=Drosophila melanogaster GN=Kdm2 PE=4 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	Pf00646, Pf02008, Pf02373, Pf12937, Pf13621	41090	FBgn0037659	Kdm2	3R	
A0A0B4KFL3	-0.163356699597928	-0.719660470588736	-1.24047151859627	0.498794638234719	0.221583456698416	0.361563947632837	0.24376048325392	NO	Egg_WT - Oocyte_WT	Katanin p60 ATPase-containing subunit A1 OS=Drosophila melanogaster GN=Kat60 PE=1 SV=1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome;cytoplasm;cytoskeleton;nucleus	catalytic activity;nucleotide binding;protein binding	Pf00004, Pf01078, Pf05496, Pf06068, Pf07724, Pf07726, Pf07728, Pf09336, Pf13401	53566	FBgn0040208	Kat60; katanin-60	3R	
A0A0B4KFQ3	0.582758220639623	3.71325537674786	5.00491817687949	0.00993126735820582	1.01414519857389e-05	0.0669649738105686	0.00015974746009752	YES	Egg_WT - Oocyte_WT	DNAation factor-related protein 1, isoform B OS=Drosophila melanogaster GN=Drep1 PE=4 SV=1	cell death;regulation of biological process			Pf02017	36290	FBgn0024732	Drep-1; Drep1	2R	
A0A0B4KFR1	0.100702608835896	1.26710226519723	0.96100917095083	0.252077735317638	0.341965695440655	0.250671931347202	0.312333446819832	NO	Egg_WT - Oocyte_WT	CG6693, isoform B OS=Drosophila melanogaster GN=CG6693 PE=4 SV=1				Pf00226	41346	FBgn0037878	CG6693	3R	
A0A0B4KFR6	0.177917107260098	1.69944538543092	1.64949760737953	0.140146917972549	0.106394595650391	0.191397823259989	0.161774093218202	NO	Egg_WT - Oocyte_WT	Elongator complex protein 1 OS=Drosophila melanogaster GN=Elp1 PE=1 SV=1	metabolic process;regulation of biological process	cytoplasm;nucleus	catalytic activity;enzyme regulator activity;protein binding	Pf04762	41399	FBgn0037926	Elp1	3R	
A0A0B4KFT9	0.201155104692042	2.52119885507895	1.91902304429676	0.0452138187422125	0.0616907712530901	0.118137513382118	0.117689011239946	NO	Egg_WT - Oocyte_WT	Quaking related 54B, isoform E OS=Drosophila melanogaster GN=qkr54B PE=1 SV=1		cytoplasm	RNA binding	Pf00013	36966	FBgn0022987	qkr54B	2R	
A0A0B4KFU8	0.49547154859085	3.66428360274405	4.40274837170862	0.0105256163588023	7.04709877819305e-05	0.0690734517416728	0.00082804042569954	YES	Egg_WT - Oocyte_WT	CG5098, isoform C OS=Drosophila melanogaster GN=CG5098 PE=4 SV=1	regulation of biological process	nucleus	DNA binding	Pf13771, Pf13832	37063	FBgn0034300	CG5098	2R	
A0A0B4KFY4	0.0180729145477674	0.235426844357002	0.172940065473077	0.821707109895985	0.863516855822864	0.48039778890467	0.513858293714905	NO	Egg_WT - Oocyte_WT	CG3499, isoform D OS=Drosophila melanogaster GN=CG3499 PE=1 SV=1	metabolic process	membrane;mitochondrion	catalytic activity;nucleotide binding	Pf00004, Pf01434	37636	FBgn0034792	CG3499	2R	
A0A0B4KFY9	-0.0201937693315593	-0.15419187264838	-0.180580165576458	0.882514169741909	0.857552673947672	0.496156656003601	0.512402240566577	NO	Egg_WT - Oocyte_WT	Lamin C, isoform B OS=Drosophila melanogaster GN=LamC PE=4 SV=1	cell organization and biogenesis;regulation of biological process		catalytic activity;motor activity;structural molecule activity	Pf00038, Pf00932, Pf01576, Pf12128, Pf13166, Pf14643	36615	FBgn0010397	LamC	2R	
A0A0B4KG54	0.133854607968885	1.90351954293303	1.28875449180279	0.105652991609146	0.204431964582884	0.167194708644657	0.233396730248206	NO	Egg_WT - Oocyte_WT	Methylthioadenosine phosphorylase ortholog, isoform B OS=Drosophila melanogaster GN=Mtap PE=3 SV=1	metabolic process	cytoplasm;nucleus	catalytic activity	Pf01048	36955	FBgn0034215	CG4802; Mtap	2R	
A0A0B4KG66	0.118899474915844	1.65009315223789	1.14292458823676	0.150016528494553	0.25944665100774	0.195936121707138	0.265775900877963	NO	Egg_WT - Oocyte_WT	Altered disjunction, isoform B OS=Drosophila melanogaster GN=Mps1 PE=4 SV=1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	chromosome	catalytic activity;nucleotide binding	Pf00069, Pf07714, Pf14531	42126	FBgn0000063	ald; Mps1	3R	
A0A0B4KG69	0.203878185036847	1.02536105634012	1.62946331809172	0.344742596088291	0.11058151423933	0.295251144495659	0.164417510975529	NO	Egg_WT - Oocyte_WT	ENL/AF9-related, isoform B OS=Drosophila melanogaster GN=ear PE=1 SV=1	metabolic process;regulation of biological process	nucleus		Pf03366	44451	FBgn0026441	ear	3R	
A0A0B4KG81	0.297845236534375	4.11166647012485	2.86201676461353	0.00627461561726145	0.00649886957553919	0.0549216209059103	0.0267187764980168	NO	Egg_WT - Oocyte_WT	CG15099, isoform B OS=Drosophila melanogaster GN=CG15099 PE=4 SV=1	transport	endosome		Pf03430, Pf04118	37176	FBgn0034400	CG15099	2R	
A0A0B4KGE5	0.0728967148900139	0.559441622805294	0.652505226249179	0.596109794776842	0.517577772385637	0.400182144316603	0.389575231637641	NO	Egg_WT - Oocyte_WT	Bonus, isoform C OS=Drosophila melanogaster GN=bon PE=1 SV=1	cell organization and biogenesis;cellular component movement;metabolic process	nucleus	catalytic activity;metal ion binding;protein binding	Pf00439, Pf00628, Pf00643	44235	FBgn0023097	bon	3R	
A0A0B4KGF6	0.105252685341853	1.43177959278762	1.01035367596729	0.202171739854332	0.318025059286098	0.225166114276336	0.300570542796586	NO	Egg_WT - Oocyte_WT	CG2747, isoform F OS=Drosophila melanogaster GN=CG2747 PE=1 SV=1				Pf13646	40950	FBgn0037541	CG2747	3R	
A0A0B4KGH5	-0.0536607480856102	-0.544357401077977	-0.501279547135933	0.605818820144224	0.618752619352936	0.403971376806644	0.43123557902637	NO	Egg_WT - Oocyte_WT	Negative elongation factor A, isoform B OS=Drosophila melanogaster GN=Nelf-A PE=4 SV=1	metabolic process;regulation of biological process	nucleus	RNA binding		42520	FBgn0038872	Nelf-A	3R	
A0A0B4KGP8	0.0383074462196387	0.352149097632989	0.353293602595187	0.736765238679192	0.725609075139786	0.451478064750311	0.469017176456239	NO	Egg_WT - Oocyte_WT	Eukaryotic initiation factor 2gamma, isoform D OS=Drosophila melanogaster GN=eIF-2gamma PE=4 SV=1	cell organization and biogenesis;metabolic process		catalytic activity;nucleotide binding;RNA binding	Pf00009, Pf03144, Pf09173	41843	FBgn0263740	eIF-2gamma; Su(var)3-9	3R	Lysine degradation
A0A0B4KGS4	0.112693341284675	0.880278186796577	1.01209804473733	0.412575092399849	0.31720005336957	0.325805201570797	0.300156629474655	NO	Egg_WT - Oocyte_WT	Non-specific serine/threonine protein kinase OS=Drosophila melanogaster GN=Pak3 PE=1 SV=1	cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;receptor activity;signal transducer activity	Pf00069, Pf00786, Pf07714, Pf14531	41995	FBgn0044826	Pak3	3R	Hippo signaling pathway -multiple species
A0A0B4KGV7	-0.169407116970447	-1.87607791374007	-1.59795423914486	0.109750161132702	0.117438235619753	0.169039751241958	0.170497841348622	NO	Egg_WT - Oocyte_WT	CG13601, isoform B OS=Drosophila melanogaster GN=CG13601 PE=4 SV=1	regulation of biological process	mitochondrion		Pf07047	42826	FBgn0039126	CG13601	3R	
A0A0B4KGW6	0.135140940539291	1.60278137969486	1.28315204429	0.160103291936654	0.206369309949307	0.202889155147791	0.234991467271882	NO	Egg_WT - Oocyte_WT	Sequence-specific single-stranded DNA-binding protein, isoform D OS=Drosophila melanogaster GN=Ssdp PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	DNA binding;protein binding		42177	FBgn0011481	Ssdp	3R	
A0A0B4KGW7	-0.00918473426301603	-0.0805635773429645	-0.0841230930565646	0.938409072172633	0.933352280687213	0.510582317704653	0.530913346738089	NO	Egg_WT - Oocyte_WT	CG4848, isoform C OS=Drosophila melanogaster GN=CG4848 PE=4 SV=1	cell organization and biogenesis;transport	Golgi;membrane		Pf08700	41479	FBgn0037998	CG4848	3R	
A0A0B4KGX1	-0.0274539426649945	-0.347911130514763	-0.262144180409619	0.739787668943715	0.7944725925525	0.452532981303813	0.494762974355447	NO	Egg_WT - Oocyte_WT	Jaguar, isoform L OS=Drosophila melanogaster GN=jar PE=1 SV=1	cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport	cytoplasm	catalytic activity;motor activity;nucleotide binding;protein binding	Pf00063, Pf02736	42889	FBgn0011225	jar	3R	
A0A0B4KGZ0	-0.275980405629922	-4.39482518347953	-2.67467023049799	0.0045939700408165	0.0105633603989582	0.0456584364386142	0.037954181662567	NO	Egg_WT - Oocyte_WT	MBD-like, isoform C OS=Drosophila melanogaster GN=MBD-like PE=1 SV=1	cell organization and biogenesis;development;metabolic process;regulation of biological process	chromosome;nucleus	DNA binding;nucleotide binding;protein binding	Pf01429, Pf14048	41151	FBgn0027950	MBD-like	3R	
A0A0B4KH03	0.268456539870259	2.15629078976869	2.42326363868158	0.0744569949035054	0.0197021672297731	0.145263225178156	0.0577269306656645	NO	Egg_WT - Oocyte_WT	Tetraspanin OS=Drosophila melanogaster GN=Tsp96F PE=1 SV=1	regulation of biological process;response to stimulus	membrane		Pf00335	43127	FBgn0027865	Tsp96F	3R	
A0A0B4KH14	-0.012877038275958	-0.0823115247592775	-0.110681759386767	0.93707624230908	0.91238803933761	0.510170115153596	0.526358449144691	NO	Egg_WT - Oocyte_WT	CG5447, isoform B OS=Drosophila melanogaster GN=CG5447 PE=1 SV=1	cell organization and biogenesis;metabolic process;transport		catalytic activity	Pf10256	43192	FBgn0039427	CG5447	3R	
A0A0B4KH34	-0.422750513280098	-2.18656351137554	-3.41197348732302	0.0714122399386679	0.00142326817455349	0.143380757259072	0.00859403557066645	YES	Egg_WT - Oocyte_WT	Annexin OS=Drosophila melanogaster GN=AnxB9 PE=1 SV=1	cell organization and biogenesis;transport		metal ion binding;protein binding	Pf00191	42492	FBgn0000083	AnnIX; AnxB9	3R	
A0A0B4KH39	0.0322702761654732	0.430595616610896	0.309346621151822	0.681800567305386	0.758564506044663	0.432090230286987	0.480610998636532	NO	Egg_WT - Oocyte_WT	CASK ortholog, isoform H OS=Drosophila melanogaster GN=CASK PE=1 SV=1	cell communication;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport		catalytic activity;nucleotide binding;protein binding	Pf00018, Pf00069, Pf00595, Pf00625, Pf02828, Pf07653, Pf07714, Pf13180, Pf14604	42567	FBgn0013759	CASK	3R	
A0A0B4KHA1	0.142748794774414	1.92913690548848	1.36965630781503	0.101966155116403	0.177964425036873	0.164841766828074	0.214881830619915	NO	Egg_WT - Oocyte_WT	Yemanuclein, isoform B OS=Drosophila melanogaster GN=yem PE=1 SV=1	cell organization and biogenesis	chromosome;nucleus	DNA binding	Pf08729, Pf14075	43439	FBgn0005596	yemalpha; yem	3R	
A0A0B4KHA2	0.81240098930732	8.51510777123222	7.61796960784114	0.000143692836110206	1.74886737997552e-09	0.00665578520496922	6.78862407086561e-08	YES	Egg_WT - Oocyte_WT	Sur-8, isoform E OS=Drosophila melanogaster GN=Sur-8 PE=4 SV=1	regulation of biological process		enzyme regulator activity;protein binding	Pf12799, Pf13855	42093	FBgn0038504	Sur-8	3R	
A0A0B4KHB9	0.218059609194999	2.37662786140116	2.05347730182393	0.0550207063169317	0.0461923284350374	0.12861947813141	0.0984424904249584	NO	Egg_WT - Oocyte_WT	PP2A-B', isoform Q OS=Drosophila melanogaster GN=PP2A-B' PE=1 SV=1	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus		enzyme regulator activity	Pf01603	42169	FBgn0042693	PP2A-B'	3R	
A0A0B4KHD3	0.149215786626567	1.90310647938328	1.42551379918028	0.105713518493592	0.16128846597768	0.167194708644657	0.203602484657166	NO	Egg_WT - Oocyte_WT	Mitochondrial pyruvate carrier, isoform C OS=Drosophila melanogaster GN=Mpc1 PE=1 SV=1	metabolic process;transport	membrane;mitochondrion	transporter activity	Pf03650	42268	FBgn0038662	CG14290; Mpc1	3R	
A0A0B4KHF0	-0.000795962089089386	-0.0068309126009679	-0.00726538304610708	0.994771219206539	0.994236999893625	0.524565341593709	0.546457439241905	NO	Egg_WT - Oocyte_WT	Ferritin OS=Drosophila melanogaster GN=Fer2LCH PE=1 SV=1	cellular homeostasis;coagulation;defense response;metabolic process;response to stimulus;transport	cytoplasm;extracellular;Golgi	catalytic activity;metal ion binding	Pf00210	44965	FBgn0015221	Fer2LCH	3R	
A0A0B4KHG2	0.38066936467539	2.43403896293191	3.27221867366769	0.05088226003811	0.00211898861935867	0.12450005209413	0.0114014521382211	NO	Egg_WT - Oocyte_WT	Nicastrin, isoform E OS=Drosophila melanogaster GN=nct PE=1 SV=1	cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	endosome;membrane	catalytic activity	Pf04389, Pf05450	42964	FBgn0039234	nct	3R	
A0A0B4KHH2	0.0075874916949985	0.0743113126749841	0.0705735406232788	0.943178252939865	0.944067130286078	0.512175064050279	0.533311222936581	NO	Egg_WT - Oocyte_WT	Septin interacting protein 3, isoform B OS=Drosophila melanogaster GN=sip3 PE=1 SV=1	metabolic process;regulation of biological process;response to stimulus	endoplasmic reticulum;membrane	catalytic activity;metal ion binding;protein binding	Pf00097, Pf12678, Pf12861, Pf12906, Pf13445, Pf13639, Pf13920, Pf13923, Pf14634	43747	FBgn0039875	sip3	3R	Protein processing in endoplasmic reticulum; Ubiquitin mediated proteolysis
A0A0B4KHJ1	0.0258094217349125	0.242177600679029	0.238710249727756	0.81670793392419	0.812473832805827	0.478950860377147	0.498200394293851	NO	Egg_WT - Oocyte_WT	Effete, isoform B OS=Drosophila melanogaster GN=eff PE=3 SV=1	cell differentiation;cell division;cell organization and biogenesis;metabolic process;regulation of biological process	cytosol	catalytic activity;nucleotide binding;protein binding	Pf00179	41785	FBgn0011217	eff	3R	Toll and Imd signaling pathway; Ubiquitin mediated proteolysis; Protein processing in endoplasmic reticulum; MAPK signaling pathway - fly
A0A0B4KHJ7	0.0859983350021807	1.17930088938405	0.825986818068863	0.28291752771725	0.413409405913635	0.267920861178295	0.343391499530783	NO	Egg_WT - Oocyte_WT	MRG15, isoform B OS=Drosophila melanogaster GN=MRG15 PE=4 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;protein binding	Pf05712, Pf11717	41850	FBgn0027378	MRG15	3R	
A0A0B4KHJ9	-0.819461034794401	-7.73951139206713	-7.58587641468958	0.000244378439989336	1.94296576918272e-09	0.00932971661703939	7.40974398803118e-08	YES	Egg_WT - Oocyte_WT	Tropomyosin 2, isoform E OS=Drosophila melanogaster GN=Tm2 PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process		protein binding;structural molecule activity	Pf00261, Pf04111, Pf04156, Pf12718	41853	FBgn0004117	Tm2	3R	
A0A0B4KHK0	0.0291992015145297	0.241171847782529	0.264851895232458	0.817452137613164	0.79239968950919	0.479252632437932	0.493833707114821	NO	Egg_WT - Oocyte_WT	Dihydroxyacetone phosphate acyltransferase, isoform C OS=Drosophila melanogaster GN=Dhap-at PE=4 SV=1	metabolic process	membrane	catalytic activity	Pf01553	53586	FBgn0040212	Dhap-at	3R	
A0A0B4KHL2	-0.0364415647288947	-0.232951018403687	-0.313229689077512	0.823542864171674	0.755633220768457	0.480754777136164	0.479442571238127	NO	Egg_WT - Oocyte_WT	Coatomer subunit gamma OS=Drosophila melanogaster GN=gammaCOP PE=1 SV=1	cell organization and biogenesis;regulation of biological process;transport	cytoplasm;endoplasmic reticulum;Golgi;membrane	structural molecule activity	Pf01602, Pf08752	43717	FBgn0028968	gammaCop	3R	
A0A0B4KHL4	0.128504113359201	1.42580595533111	1.21236588806722	0.203812422387489	0.232047131232116	0.22594113858087	0.249302880772549	NO	Egg_WT - Oocyte_WT	Gilgamesh, isoform L OS=Drosophila melanogaster GN=gish PE=1 SV=1	cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;membrane;nucleus	catalytic activity;enzyme regulator activity;nucleotide binding;receptor activity;signal transducer activity	Pf00069, Pf07714, Pf12605	49701	FBgn0250823	gish	3R	
A0A0B4KHQ0	0.370346637883319	2.79588936049771	3.30445877949652	0.0313332464823083	0.00193442507395502	0.103903910364926	0.0107270117225575	NO	Egg_WT - Oocyte_WT	Pelle, isoform B OS=Drosophila melanogaster GN=pll PE=4 SV=1	cell death;cell proliferation;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;receptor activity;signal transducer activity	Pf00069, Pf00531, Pf07714, Pf14531	43283	FBgn0010441	pll	3R	Toll and Imd signaling pathway
